text,labels
brabbi lwéh tna77iw 3lina service mobi racid aussi lwéh bonus kén 8 jrs. hadhi tetsamma ser9a. 3morna lkol m3a Tunisie télécom. amma bi sara7a les offres mta3 ooredoo aussi orange tay7o 3likom o hadhéka 3léch a4labiya eltwensa badloukom bihom. 7atta éna w 3ayelti zeda bech nbedlou. wallah 5saretkom vraiment,neg
Brabiii il cnx ma9sousa 3andhha 3j    mchytt li topnet 9atli 3adinnelk réclamation  w taw ykalmouk ye5ii mafamma chyy .... ya wildii sayboulna il cnx 3lechh hakka,neg
ti haw maya3ref chay hal bot mte3kom !!!,neg
El connexion ma3edich t7eb t7el ay vedio ya5i famma be5lef dada partager,neg
"vraiment vous avez un service technique plus que nul , une réclamation depuis le 14/12 et pas de réponse . notlob chaque jour wa mafa chay matjawbouni ken 3adina ta réclamation en urgence qu'elle urgence te7kiw 3liha ken fakroun raw wssil . de jour en jour je me  rend compte que choisir tunisie télécom c'est la plus grande faute , vraiment c nul nul nul",neg
Wallahi 7attaa mel 7ram 7ram wa7ed y5alles fi cnx ki beha ki blech,neg
Beĺlehy ya telecome la jeyin la chayy sayybelna el connexion barka,neg
Belehi raaj3oulnaa l connexion,neg
Belehy kifeh na3reff 9adeh andy Point Merci ???,neg
Ya tunisie telecom ma ihemkomch fel 3bed 3andi 3 mois nestanna bech ta3mlou numero w le w ligne rekba makomch normal 5aterkom el wé7idin elli 3andkom les lignes fi tunis rwalliw tz5raw 3al 3bed lezemkom el fdhaya7 w les video yahbtou 3alikom w 3al les agents mte3kom w en plus f talfza,neg
"un service catastrophique, nulle nulle.. 3malet demande 3andi 45 jours pour installation de ligne telephonique ahawka lilyoum majani 7ad w makalamni 7ad .. incroyable plus que 10 fois nemchilhom lel office  je me ballance entre ezzahra et bougarnine et rien ne se passe. brabbi chfouli 7al",neg
"bellehi jma3t telecom rakom habeltouni,2 fois tjou tsel7ouli ligne téléphonique w chay ma tsalla7 ;7ouma kemla en panne mourouj2 ,juste ranna 3al connection  w fixe ma 3endna ma na3mlou bih,ena probléme 3arefha mil khit jay mil poteau telephonique,jme3etkom 9a3din messelch ken tbedlou fil cuivre lih 20 3am ,makomch bech te5srou bercha flous",neg
Nheb na3raf 7aja !! Taw 3am facture medjinich l eddar w me3atech tabe3thou msg bech t9oulou bech n9ossou l internet!! Mchit pas mal de fois w 3tithom noumrou jdid w 9ali c bon w ba9i tet9ass l internet w met9oulouch.. men 2009 3amla l abonnement w n5alsou mriglin w te5dhou fi les impots mte3 chnouwa ki mekomech tab3thou fel facture!!! Au moins tab3thou sms mech ma39oul raw malgré raw ned3ou fi flouss en avance 3a les services eli mekomech ta3mlou fiha!!! 😠😡,neg
Salut brabi télecom aandy ochehra nestana f service tecknique mte3kom  besh ijiw irakbouli tele fixe besh naady internet w baaed 9alouli lazem irakbouli poto 9riib ledar se3a w aandy barsha nestana belehy choufouli hal waktesh tjiw !,neg
Y'a jama3at telcome al9awna 7all y'a za7i connexion 9assa 3andha jim3a ou ahna noutlbou fikom ou intom walah lakom Hana al9awina 7al,neg
J ai un pb dans ma ligne téléphoniques depuis début novembre a sousse khezema pu ki nimchi lil agence iykoulouli service technique il mochkla ili ligne telfoun imta3 khedma hatta internet kassa koulouli ech na3mil kalamthom imchitelhom ichar kemel ou chay,neg
9adech krahet hal echhar edsaber y'a rabi,neg
Tunisie Télécom blhi 9adeh yetklfli bch ndakhil ligne ale hssebi (Bizerte Nord ),neg
Bellehi iPhone s6 plus b9addeh ??,neg
"Pub hlowa mais service allah ghaleb a3lih j'arrête pas de faire des réclamations concernant une nouvelle ligne fixe depuis le 01 novembre et aucun retour, franchement bravo pour vos compétences",neg
Brabi 3ana une semaine meli sabina demande transfert de ligne w 9oltoulna taw yjina technicien dans 3 jours ...ltawa hana nestanneww ???? Normal ye5i,neg
Chbiha cnx yaser 5ayba zero 3endha yji akther men 3 jrs. Kalemt'kom mai mm probleme,neg
Deux semaine nestana Bach trakbou ligne téléphonique fe centre ville presque 4 réclamation wmafama chay jdid,neg
brabi mazelt offer engineer,neg
"Slm,tawa bilehi mech 3ib 3likom wa7ed 3amel demande ADSL tawa chhar kemil nestana ou nkalam service TT KSARHELLAL KIYENOU 3AMEL 3LIYA MZIYA ...wlhi lehou ma39oul chey i3ayef chey ifadeeeeed",neg
"Slm,tawa bilehi mech 3ib 3likom wa7ed 3amel demande ADSL tawa chhar kemil nestana ou nkalam service TT KSARHELLAL KIYENOU 3AMEL 3LIYA MZIYA ...wlhi lehou ma39oul chey i3ayef chey ifadeeeeed",neg
"Tunisie Télécom  le réseau Telecom ça marche pas sur mon téléphone ,, vous pouvez me résoudre le problème svp !!!!!",neg
svp g un Smart adsl suspendu g payé mais ma raj3ouji??,neg
"Blhy andi mochkla maa centrale Télécom wardia , ja rakebou ligne w baad raja3 9ali gholet w andi moda w ena Nejri warhom elyoum rajaatlou 9ali hani Jay , wkifkif mafhm chay",neg
"Blhy andi mochkla maa centrale Télécom wardia , ja rakebou ligne w baad raja3 9ali gholet w andi moda w ena Nejri warhom elyoum rajaatlou 9ali hani Jay , wkifkif mafhm chay",neg
3malt smart  ADSL andi 1 mois w akther w 3malt les etapes kol mel configuration el ghiro internet mat3adetch nemchi el Tunisie Télécom l'aouina y9ololi prob mel Topnet w top net y9ololi mochkel mel acce ligne feha blocage m centre telecom w 3malt 5 reclamations ya TunisieTelecom w 93adto tab3tho fia mena el ena w prob fi mon connex Internet had majawbni win mochkel wala halitoli mon prob notlob ala des num meme pa services clients yhez alia nemchi n9olhom amloli annulations ll contrat y9ololi andek engagement par an ye5i nsayab 5edmti w netlha bikom thezo fia w tjibo chhar w nos nejri al hkia moch ma39ol hedha eli ta3mlo fih ma3adch hachti bih Internet amloli annulations mala hkia krahtha internet et sur tt m TunisieTelecom,neg
"Rakom mrejtouli lkebda mte3i 3la ha telifoun w interneet , 3andi chahrine tawa 3malet demande de transfert , m'en ben arous l hammam chatt , ltawa la raja3touli conx , rakom mrejtouuuunaaaaaaaaaaaaaa , nkhales kol ch'har fi fatoura w ENA menich nesta3mel le fi internet w le fi telifoun !!!!!!!!!!!!!!!!!!!!!!",neg
3andi  chahren  ma5alestch  bch n5ales  nhar  sebet  duja  9asitouli  lenternet  ki n5alesha  tarj3  toul,neg
Brabi il poutou ili 3adi talifoun w internet ta7  taw 3andou chahar ma9sousin ili taw majitou sala7touh 9oli chna3mel,neg
8 jours wana nestana  bach yjiw yrakbou ligne telephonique fe centre ville  9bal ca prend 2 jours pas plus bellahi choflouna lahkaya chneya,neg
8 jours wana nestana  bach yjiw yrakbou ligne telephonique fe centre ville  9bal ca prend 2 jours pas plus bellahi choflouna lahkaya chneya,neg
"Telecom A5yeeb service t3amlt m3ah f 7yatii les techniciens te3kom la sérieux la ponctuelle 
Belehi mafamech streaming netfarrej w n5alles flous ??""",neg
Tunisie Télécom bjeh rabi thabtou msaybin réseau w connexion  wela chnia hkeyitkom réseau dim mafamech tji tkalem fi tlf sout mbaghbech tji tamil forfait connexion t3athbek wallah hram alikom wallah teklou fi flous la3bed kamil zedtou nehitouha option ysob flous min tlf l tlf akhyeb haja amaltouha ech mizel billehi haja bich teklou biha l flouss hram zidou kamlou 9osou l pus kol jem3a wakahw 7alla 7lila fikom,neg
andi modem topnet kol mankalem topnet ykolouli mochkla men tunisietelecom ... alech haka !!,neg
T karahtouni fiha telecom jorttt ligne  3àndom chhar w ltaw mejew irkbouli ligne 😑😒,neg
Tunisie Télécom chbi Donnée mte3 pus mte3y y5dmech sabit fyiha oo 3mlet digster oo fl5er donnée y5dmech ti chnowa l7al 😑 ??? Jawbnyy,neg
Brabi Tunisie Télécom flouss spot kén sala7tou les câbles w raja3touli l'internet khiir une semaine ma9ssoussa et ce à cause d'une panne je ne sais pas où.,neg
Brabi 3ana modem topnet kent behye wtwa t9ol b sweye3 wala tekhdm d9i9a wt9os 10 alch haka Tunisie Télécom,neg
Ken 9awitoulna f débit c mieux w telhitou bina aucune réponse c grave telhew bina chwaya w jewbouna  😤😈,neg
bellahi n7eb nefhme 7keyet el adsl classique tt mawjoudin les prix 20 mega 45dt maaneha naamel el n5alles ken 45dt fil chhar kol chy ? internet w fixe ??,neg
Slm Tunisie telecome brabby 3andi pus 3andy chahrin masta3melethech w taw ki njy nestaamelha y9oulouli aucune couverture réseau Haw e numéro mte3y 7ewlou tal9ouly 7all sltp 96502777,neg
Belinda Lensen hahaha,neg
Conection savapas 3ib alikoum wallah #tunsie telecom,neg
Ti chebeha conection ka3ba lé wallah 3iib alikoum #tunsie telecom,neg
"Tunisie Télécom brabbi 3andi 6 semaine 3malt demande smart adsl plus topnet weltawwa nestanna fi raccordement, brabbi 3lech ce retard ?",neg
Belahi kifeh najem nb3th sold bekri n3mel *133*1000*numéro# tw n3ml w my7bch yb3th,neg
Brabi 3lech cnx dh3ifa de abida,neg
Belehi fama promo mte3 dinar w gedech lcode,neg
Ye telecom kameltouchi sale7tou problemme el centrale zone ibn sina 2 rane men dimanche eli fet sans internet adsl 3lech 3ateltouna wharitouna b saben internet fel telifoun 3lech hakka wba3ed t9olouli 5ales el chehar ti haw 3andi 5j tawa presque sans internet n7eb ta3with wraj3oulna cnx,neg
Gayantouha fel weekend za7 !! 😠😠😠,neg
"Brabi ya tunisie telecom choufoulna 7al fl reseau ya rasoul iléh rana fi 2017 wmzélt fama probléme f reseau 3lech haka?tawa ena mn mater wiléyt bnzart darna fl bléd bch ma t9oulouch b3ida 3a reseau lpus.mte3i mn 2011 tmchi oumourha wadh7a,tawa presque chahrin e reseau wala 0 ili yotlob ma yt7asalch wila sout m9ata3 mch ken ena kahaw li fi dar lkol,deja bditou t5srou fl les clients 5atr darna lkol badlou b9it ken ena 3andi ama bch ytsala7 ama keyni la feyda",neg
telecom bdet tfazed feha .... eslafwala kan bel 1500  w akther w ma3ach enajem nab3eth sold ... bech tlezouna nbadloukom,neg
ENA zeda 3ndi 9deh m3diya réclamations wchy mla 7ala 😡,neg
belehi ana 3andi 9adeh me3diya Réclamation kol nahr nekalmaekom w et9ololi bech neb3atholik chkoun yesala7; ahna ma3andnèch tonalité f fixe w w débit taya7 maysirech hakka ...,neg
belehi ana 3andi 9adeh me3diya Réclamation kol nahr neklmaekom ma3andnèch tonalité f  fixe maysirech hakka ...,neg
Brabi 3andi chhar  w ena nestanna bech trakbouli l ligne l wa9tech brabbi,neg
tunisie telecom ltawa la 3aditouli ligne fixe,neg
Ya hasra 3al fixe,neg
ya 7asra 3ala telecom menkanet bakri hiya loula ama fi el3amine hadouma walet hiya le5ra fi tounes,neg
Ya rabi menkom fasrouli bel watha7 chnoua mochkelt internet debit mte3ha ma ya3melch 0.5 mo !!!!,neg
Brabi 3andi chhar w 10 ayem wana nestana trakbouli ha linge wltawa mafama chay brabi 3lah service wt9olona haw bech njiw ou matjiwch Bjeh rabi 3lah haka,neg
"bellehi raj3oulna fb 0 ,3leh ken fi tounes msakrino,fi algerie ye5dem wel maroc zada ,ken fi tounes dima sob leflous",neg
"Brabi 3andi mochkla m3a Tunisie telecome n7eb n9abel masshoul marketing,ena 3andi savoir faire m'en 3and lalman khdemet m3ahom modeler ma3nerha nasna3 les prototypes de jouets melekher najem nassna3 des figurines de joueurs foot à partir d'une photo,figurine plastic PVC et peinte à la main,je maîtrise la technologie de À à Z.",neg
ya hasraaa tfarjt fih andiiii barchaaa hasilou fl la5rrr kaldhoum bech 3res bli nadhal wsayneb bech to9tel nidhal kodem omou soufiya fl dar walah :p !,neg
Brabi a7na 3malna top net f dar taw 3andha chhar ltaw mat5dm en+ l fixe zeda maye5dmch chnianna3ml,neg
bélléhi ki n7éb né5o telephone bl facilité ?,neg
Brabi ya telecom va telecom conexion 3andha jem3a ma9sousa n7ib na3rif mnech,neg
3andi 15 jours mili 3malt demande fi ligne smart adsl kol youm mechi jey wenefa3 rabi malla service,neg
Brabi 3andy mochkel ki nab3ath msg lra9m mo3ayen yetb3ath kn ba3d draj w el ar9am lo5ra 3adi mafhamtch 3lh tnajmouch t3awnouny,neg
Belahi enajemich en7awel des MO  men pus el pus,neg
brabi a3lah matlab internet tawa 3ando chahrin kalmouni awal mara 9alouli bech ya3mlo etude ba3d ta9rib nsawni !,neg
Brabi 3ana Mochkel fel ADSL w 3malna plus que dix réclamations w chay wel 5edma kolha b internet slv 9oulouli chna3emlou. En plus Howa normalement 8 méga w b speed test 3morha ma fetet 4 méga,neg
Conection ma9sousa men 2 octobre w kol youm notlob 1120 na3mel réclamations w maykalemni 7ad w zid top net tahki klem w entouma klem chay yfaded chniya el7al,neg
Brabi houma kémla ma9souss alih telifoun w internet et personne ne reagit de votre part c'est pas croyable qd mm on est en 2017 et une reclamation lezimha un mois pour qu elle soit traiter????,neg
bellahi chbihom les paque annocer ne sont pas dispo dans les agences de sousee,neg
Svp chofoulna 7al raho mouch ma39oul lé yezi conection te3ba w lé yezi tzid t9os jemla 3andi  voyent ADSL matech3elch 71 503 219,neg
c fait 10 jour nemchi w nji 3al agence tunisie telecome ariana bech yrakboli hal linge el ma7noun w el local mta3i yeb3ed 3al agence 5 min a pied  w el tawa la ja 7atta wa7ed malla service w malla 5edma  tbarkallah 3likom w bsa7etkom,neg
Ebrabi echnoua hal la7kaia et3ebt w fadit 3andi echhar meli a3malt demande a3la ligne adsl w ena nejri bech ijou irakbou ligne w jou rakbouha w e93adt 4 jour kol youm nemchi le telecom i9ololi esmak mazal mahabtech fi system behy ba3ed ahbet esmi fi system w a3touni hal modem ba3ed haw e9rib twa  enkamel jem3a meli e5thit modem w ena kol youm w ena nemchi telecom w enkalem telecom i9ololi kalem topnet enkalem topnet i9ololi kal telecom a3leh haka hatha kol le voyent ADSL match3elech fi modem enkalemhoum i9ololi estana ebrabi choflna 7al wala moch lazem asel menou ha l'internet fad elwa7ed echar za7 twa hetha num ligne l'ADSL 78602858 w hetha num emta3i 21054102 ya choflna 7al wala 9oli kifh na3mel annule l'engagement,neg
internet ma9sousa liha jem3tiin chnwa hal hkeya kol mara topnet ta7kili 7keya w entouma te7kou 7keya w el fe3el yjib rabbi choufouli 7all fi linternet w surtout ejema3tiin li ma9sousa fiha chkoun yet7amalha 78468393,neg
ya telekom ena 3andi clévbranché 3a dar kemla ama maisayebch il wifi 5thitou b 104,neg
bellehi 3andi probleme mta3 paiement en ligne kif n7el compte w nji bech n5ales yektebli 'erreur ou omission de notre part' tawa 3andi 9rib 3 chhour wana nalhet bech tsal7ouheli ma3maltouli chy,neg
ye5iii aleh service de transfert  mtaaaa solde maye5demch,neg
Tunisie télécom fama probléme de réseau,neg
"LA FRAUDE DE TUNISIE TELECOM BKOL SO7OT 3IN : Je reçois un sms test gratuit quiz , 1 mois tsbob flous chtarhom ma famech tu contact service payant w SOB7ANNA le test walla PAYANT sans vous informer w yejoubouk b so7et 3in c'est pas gratuit c'est à 600 MILLIMES par jours",neg
Ena je me suis fait arnaqué ! Men 3and vos personnels 7abit ena7i el portabilité yekhii yekhi jedhbou 3liya w madouli puce ya3mlouli hedhi 7ottha w w taw yara3lek  ra9mek w 9alouli lazmek ta3tina 5dt! Eh bein rawaht leddar jit nthabbet nal9a el portabilité matnahtch w be3ouli puce b 5dt li hiya tet3ta blech ! Hedhia stand 9odem carrefour el passage tofla w tfol chedinha tet7aylou 3annesss 3inii 3ineeeek!!!!,neg
Slm belhi 3andi smart adsl ken ma9sous mechit 5alst 9olouli yalrj3 ba3d se3a twa 5 sewe3 iltawa la rej3 chofli 7al ya tt,neg
Slm belhi ena 3andy smart adsl kent maksousa mecht 5astha il youm 9alouli se3a w tarj3 twa 4 sew3 ma5dmtech !,neg
Bonjour ena connexion tawa jem3tin rzina 3a le5er kalmetkom w 9oltouli tawa f le 1 tarja3 cava hay el tawa rzina mech normal mal9itech kifech nab3ethlkom message,neg
"ndi cle 3G  tawa presque 15 jrs cnx d3ifa manajmch n7el hata video ,!!!!",neg
Slm Tunisie telecome brabby 3andi pus 3andy chahrin masta3melethech w taw ki njy nestaamelha y9oulouli aucune couverture réseau Haw e numéro mte3y 7ewlou tal9ouly 7all sltp 96502777,neg
5dhina modem topnet ma7abech ye5dem tlabnehom 9alouna mi Télécom 9alouna mahich imsayba numéro adsl :71223660,neg
Belehi kifeh n7ot music bech yasma3ha eli bech ykalmni,neg
Taw l clé ken illimité 3andou 4 snin jitou chahrin l téli w raditouh limité w sketna ama ki  lcnx li ma3adch t7él chay wani mezelt fi awel ch.har hadha ma noskotch 3lih choufou 7all. #42mo men bara w men da5el #256ko #Tunizoo #telecom,neg
"Bonsoir Tunisie Telecom , tawa une semaine sans connexion! reclamation_reference:                    1-50994608512. merci de me repondre",neg
choufoulna 7al f hal connection,neg
meme probleme 3andi jom3aa ma ghir connection w 3malt reclamation wma jani 7ata 7aad. Chnoua l7al winhom les agents mmte3kom,neg
Tunisie Télécom svp famma problème technique f réseau chneya la7keya ma3ach najjm la cnnx behya la tlf choufoulna 7al,neg
La connexion 4g est catastrophique... même  le chargement des commentaires d'une publication prend du temps !!! Shnwa l 7al brabi ? Vous comptez améliorer vos services ou vous nous poussez à changer vers un autre opérateur  ?,neg
kifech nwagueff contrat maa tunisie telecom ....connection zero,neg
Tunisie Télécom svp andi problème technique f zone mta3i chneya 7al,neg
Wallah te3issaaaa,neg
Bellah fahmouni 7aja ma3ankomch dhamir 3bed tedfa3 fi flous w ba3d internet 0.5 mega mata3melch !!!,neg
brabi chfouna connection rahi dima tay7a w dh3ifa 3andi mm 3G,neg
Bellehi choufouli 7al fa hal connection 7ata vedio mayemchich tfaded ou manesta3melhechi barcha fisa3 rahi 7absa toul,neg
Bellehi cle 3g 3anda taw 4 ayem connexion tay7a barcha meme video maye5dmouch ..,neg
BRABI YA TUNISIE TELECOM INTERVENIR POUR AMÉLIORER LE RESAU MOBILE DAR FADHAL RESIDENCE ELYES,neg
belhy kount nb3th 1000dt ly ilissa na3mel *133*1000*numéro# mara hdhy ma3dch tehb,neg
Keb chofto mchakel portabilité 5er ligne 2 semaine o mat7aletech,neg
Bellehy choufoulna 7al f conx ADSl 8 méga te3ba barsha matjish hata 1 méga,neg
Bellehy conx 8 méga temchy dh3ifa barsha mahyesh 9a3da tousel lkol hata Maréchal t9os fih chnia hal taw nab9ou dima hakka,neg
Demain nchallah bch naaml résiliation pour mon smart adsl. Men juillet n5ales wma3endich connexion malgré  mes dizaines réclamations et les déplacements au sce technique.  Vraiment votre service est nul. Tlezou fina bch nbadel l'opérateur.,neg
7ata service transfert mobiracide ma3dech hlektoha 9al chnia mise à jour malla 7ala😠,neg
"slm, brabi 3andi clé 3G+ illimité sa fiat une semaine bessif nconneti 7ata page tab9a barcha bech tet7al même les vidéos jimla maye5dmouch bref miiiita 3ale5 kalemt le 1298 9alouli barra lboutique TT mchit ma3amlouli chay kifkif tawa leclé 3andou 4ans 3andi 3morha masaret mana a7na lwéh déf3in flous w 9erbela bech nab9aw nala3bou",neg
ya telecome brass ommkom 3awnouni aman rahi el cnx ma t5addamlich 7atta Video 144p th3ifa 3alleeee555eeerrrr ..,neg
Chbih service te3b ye5i msbe7 m5als w ltawa lé rja3 lmodem ye5dm,neg
clé telecom 7ala .  3andha akthe min jem3a 3al 7it 😞😞😞😞😞😞,neg
Bonjour 3andi 2 ans n5ales fikom w telephone maye5demch cha3malna w ja mli7 jawbouni!!,neg
svp je ne peux pas faire transfere du solde.il sort un message'vous n etes pas autorise a utiliser ce service' comment reactiver le transfere du solde,neg
connexions et services à bizerte corniche sont nuls  depuis aout 2016 j après plusieurs tentatives de réparations je me suis présentée à l'agence top net pour demander l'annulation de contrat  (voir l'historique si vous voulez verifier au nom anouar henane) et voilà une lettre apparue en demandant de payer 196d sachant que le technicien de télecom m'a dit que les cables sont anciens on peut pas faire une meilleure connexion attendez le nouveau cablage sous terrain en fibre optique,neg
belahy 3andy sou2el ?,neg
salut belehi wifi ma9sous 3andou 9rib 2 mois w 9alouna ab3ath mail lel adsl sos brabi kifech na3mlou hata equipe ali 9alou ta tjikom majena chy ???,neg
"bellehi ab3Thli msg ya si l admin rahou 3andi con 12 Méga moch 5alta 7ata 2 Méga t9oul mconnecti b mizeeb , Topnet t9oul mech men 3ana lprob  w ki kalmtkom 9oltouli nafs la7kaya.",neg
Svp ana 3andi ADSL topnet  yjini 'pas d'accès internet'  !?!?,neg
brabi law tasm7ou chkoun y3tini lcod ili ywasali lapalet k nskr tlfouni,neg
Slm eni chereket m3akom fi jeu 3andha presque chhar w 7ke M3aya Elyes CM tuntel 9alli rak rbe7et w be3ed b 2 semaines 9alli bech neb3thouh el sousse eme el tawa mawsol chay w mekelmni 8ad w houwa meme pas yjaweb fiya normal?? Chnouwa el 7al w jawebni admin :),neg
miliard alf mara n3adi réclamation 3andi parasite fil ligne télifounik ou lé 7ayata limen tounedi fel7in ken fi ija 5alas ija 5alas temchi lil point vente tal9a nes saboura ka7la mayefehmou chey ou tkalam service i9olik ma3anech des techniciens (TT Ksar hellal) .quel societé ZBALA service ZBELA... personnels ta4rab fil noum  😤😤😤😤😤😤😤😤😤 cnx men 4MG tousel ken 0.79 KO 😤😤😤😤,neg
ya telecom a7na jma3et el smart adsl a3mlouna upgrade l 8 mega tikefech topnet mte3kom ta3mel offre esmou smart adsl + 8 mega presque b nafs soum el 4 mega mte3kom ! yekhi normal entouma.mayjich haka ce n'est profitionel du tt.,neg
salut telecom belahi  service mobiracid mahabich yet3adali ey9ouli 'vous n'etes pas autorisé à utiliser ce service',neg
brabi chniya hal 7alaa ye5i te5dhou fi flouss ness hakeka kol chahar n5ales 25 dt ala chnowa ala connexion faible toujours hors ligne mch ma3e9oul haka rahou si 5aliwna nchoufou 7al m3akom,neg
slm bellehi mazelt ki khdit puce men 3andkom w jetni feha offre 'mriguel' n7eb nraja3ha Doublé y9olli (service incompatible avec votre profil),neg
5edma emta3 telecom ma jet chay zebla 3andi 2 semains el cnx ma9sousa emta3 el adsl w kol nhar enkalamhom w nechilhom y9ouloli 8oudwa karhouni fi rou7i w 5alsa el internet te5dhou el flous w el cnx ma9sousa 😡😡,neg
ena ya telecom 3andi wifi ma9sous 3andou deux semaines kol nhar nkalamkom w nemchilkom et9oulo el youm ataw yerja3 mel e5ir el service w el 5edma emta3 telecom ma jet chay kfert hal ayamet 😬 kraht 7aja esemha telecom,neg
Bonjour brabi  choufoulna hall fi clé 3g avec engagement 3Lech haha connection wallet halal brabi riglouha kennt tir tata Bach tchouf vidéo walla haja testana 3 jour,neg
ya jme3a ya5i normal 3andi tawa chhar wana nistanna fil activation ta3 ligne ???,neg
#telecom_la_marsa  wlh 3ib tsr9ou f l3bed,neg
"Svp 3andi 3 semaines 3melt transfert mte3 ligne mchit l'EL agence lin fedit wel tawa l3adewli ADSL w internet kol nhar ikoulouli OK WMA,3amlou chey ENA bech nelghi l'abonnement",neg
Belehi ena 3andii 30 jour meli a3melt demande eltaww mjewnii manich 3areff jeyinn wali batloo welahh fadetouna ken mfamech taw nemchi ne5o adsl OOredoo  wena rayeth,neg
Tunisie Télécom b3athtelkom réf même pas choftou lcomment :/,neg
Ya telecom 3andi 10 j blech connexion walahi mafhemt chay topnet tkouli ma3anach mochkel chouf telekom bellehi choufouli 7all khidmri ill koll wakfa,neg
Brabi 3andi akther men chehar nestana bech tjiw trakbouli il fixe ???,neg
Brabi aandi 9adeh dakhelt lfixe o ltawq la yekhdem aaleh hak brabi laatayel lmodem mayekhdelch wehed khedmtou we9fa aamlthq o ndemet chenbadel offre ekher khyr,neg
Bellahi kfech na3mel désactivé l forfait digster,neg
brabi mon ligne non qualifier 4 mega pas plus brabi badlouhali yar7em waldikom 78 297 217 tunisie telecom kef pas de solustion w ella 9ossha,neg
vous etes nul chhar nestana fi flexi w twa la 3maltou chay !!!!!!!!,neg
Wallahi ken ta3mlo erabi tzido tna9solna fi soum ed9i9a 5ir,neg
salut telecom 3andi tlf ma7abch yb3th msg ken yb3th w ba3ad ma3adsh chnia na3meeel,neg
Tunisie Télécom blh chniya smart adsl ??,neg
Conx tayha f tel 3g f sousse pk ?,neg
bellehi rani 3amel 2 semaine réclamation lel ligne adsl mte3i fih noise w ltaw la jétouni ti 3leh hekka el connexion temchi w t9oss elyouma 9asset 9a3det 1 heure bech raj3et el video 1080p netfarrej 3lih bessif ra8m ala 3andi 12 méga connexion,neg
Blehi ena dkhelt internet ldar w normalement ytsyeb min mardi wlltw la mcha wifi chnya mochkel,neg
Tunisie télécom akthar mou2assa tekel fi d3a char 24/24,neg
Services telecom 00000000000000000000000000000 4 jours ligne téléphonique en panne et 4 jours sans connexions  graaaaaave vraiment lwehed ykhalesss fi flousse bich yal9a mauvaises services pas normal,neg
7atta trakboulna ligne telephonique tawa men 26 septembre nestanna bech trakbouli ligne telephonique c'est pas possible j'ai besoin d'internet pfffffffffffffffffffff service zebla t9oul 3amlin 3liya mziya,neg
Wallahi la3dhim masetouha walah,neg
lconnexion 7ala 3lech brabi choufou 7al surtout wa9t tsob chtee yohreb 7ata réseau,neg
Tunisie Télécom ena le 27/2/2017 3malt demande w ltaw mafameech tonalitee fi tel reclamit pas mal d fois w ltaw lajew sal7ouli fameech solution ???,neg
Bellhi tw c normal nestanna fi installation mta3 smart adsl akther min une semain w nkllemkom maijawebni 7ad ?,neg
TT el fatoura 5alsa w ADSL w internet ma y5edmouch -_-,neg
belehi iphone 6s 32Gb disponible ou nn ?,neg
5iiit wbrh ...adsl w internet lhana w r9ad jebbena 9oul lwe7ed yadhreb y9ossou l5iiit ..nadf3ou lflous wbrh wentouma kif mat7ebbou t9ossou chma3neha ma3andouch nosf chhar melli rkeb w t9ossouh ...serre9aa mte3 wedhni !!!,neg
YA Tenidi télécom sakro el host,neg
Brabi aandi hkeyea urgent 9ad ma3adit reclamations w chay yeser te3bin rana mkhalsin flous contre vos services 😬😬😬😬😬😬😬,neg
brabbi fi9ou chway rahou 3andi 5at tel 3amlou 3andou taw lih 28 jours weltaw ma jou 3amloulou TONALITER,neg
Bonjour 3andi cle TTwingel 3g illimité w debit 3andou chhar taye7 w le cle 5aless Mrigel chnia lmochkla ?,neg
slm ani 3melt abonnement fi topnet telecom w emesbrakebtha w signe 'internet' et étain chbiha ma7abetch temchi,neg
brabi law7 3liikom men klem fara8... réseau clé  mauvaise,neg
Très mauvais service TT,neg
lconnexion 7ala lconteur mté3 mongelt edhaw asra3 menha,neg
Tunisie Télécom  est ce que je pourrai faire un changement de 4Mo à 8Mo (smart Adsl),neg
bonjour brabbi chbi el connexion tawwa 3abdha une semaine cv pas du tout,neg
Bellahi ma fhemtech kifech enajjem na5ou Samsung Grand Prime Plus  9oulouli 9adech ennajem natfe3 melloule w 3la 9adech men chhare ????,neg
"Tunisie Télécom depuis une semaine j'ai un problème avec ma clé 3g , débit très très lent je n'arrive même pas a faire une recherche sur google.                 n° 91 398 060",neg
bras omkom 7asnnouna fi connexion rai 7ala 7lila wallah,neg
ena m5allas 8 mega w tawa cnx tay7a 7ata lel 1 mega,neg
3andi cle enternet w lcnx 7alla nhar te5dem w 3achra le . Ma tet7alli page kent ba3d se3a  w lvideo zeda b seconde yemchi . W en 3andi 9rayya w yeesserrr ta3abni. Ena men silyena ken tnajmou tal9awlli 7al 7ramm hakka raw nadf3ou fi flous,neg
i3ayechkom w yar7em weldikooom entouma w Topnet tfahmou fi b3athekom tsarfou oumourkom w el9awli 7all 9bal ma netjlat ena f jorret l cnx l ma7nounaaa....,neg
telcom tasre9 fina 3ayneni techri debit 8 mega tji tchouf telechargement talgah 20ko ma jach 7atta mta3 1mega,neg
Belhi n7eb 3la clé Wi-Fi,neg
"malla connexion 3G telecom karrahtouna fil connexion , ena habbat commentaire hier wa no reponse il 7asilou rakom hakka ta5srou fil les clients mte3kom , waslou 3ala hetha menwel 😠😠",neg
